movie,sentence,score
본즈 앤 올,배우진 연기력도 좋고 콜바넴 감독 작품이라 연출력도 훌륭함. 영상미도 나쁘진 않았지만 엄청난 정도는 아님. 원작의 한계인지 플롯이 소재빨을 타고 초반에는 신선했는데 후반부로 갈수록 예상한대로 나오고 반전없이 쉽게 풀어나가서 김이 좀 빠진다. 뒷심이 없는 영화인 것 같음. 로드무비라고 볼 수도 있겠는데 이걸 로드무비로 분류하는 건 진짜 강심장들이 하는 것 같고 아무래도 생소한 행동을 통해 오는 충격이 커서 간간히 심장을 벌렁거리게 하는 것은 있음. 감독은 개인이 하지 말아야 하는 것을 행할 때 고뇌하는 주인공들을 생각하라고 했는데 그걸 고차원적으로 풀이했다고 볼 수는 없을 정도로 이야기를 풀어나가는 정도가 단순함. 따라서 그 고뇌의 감정선을 따라가기엔 연출적인 면에서 역부족임. 감독은 이 영화를 사랑 영화로 봐달라고 했는데 영화에서 의미있는 부분을 짚어내자면 이 부분 만큼은 명확할 것 같음. 소재의 특이성을 제외하고는 사랑 영화라고 보는 게 감상하는 데 가장 도움이 된다. 감독은 콜바넴부터 시작해서 조금 다른 형태의 사랑을 스크린에 풀어내는 것을 추구하는 사람 같다. 때문에 계속해서 특이한 소재를 찾지 않으면 안되는 리스크를 본인이 갖고 있는데 이게 나중으로 갈수록 스스로를 옥죄는 태생적 한계성이 될지 아니면 더 나아가게 해주는 원동력이 될지는 모르는 일. 하여튼 사랑을 표현하고자 하고 그 길을 추구하는 감독의 세계관을 엿볼 수 있는 영화. 빼어난 수작은 아님,7
원피스 필름 레드,감동.. 그자체 ㅠㅠㅠㅠ 정말 눈물 펑펑..,10
스트레인지 월드,읔. 동성애라니.디즈니 왜이래,2
올빼미,오랜만에 영화 정말 재미있게 봤습니다! 지루할틈이 없었어요,10
올빼미,진짜 보는내내 긴장 연출짱입니다 꼭보세요추천합니다,10
창밖은 겨울,잔잔한 감동이 있는 영화.보고있으니 차분함과 따뜻함이 느껴져서 좋았습니다.요즘처럼 마음이 헛헛할때 잠시나마 위안이 될만큼 충분한 울림이 있습니다.감독님과 영화를 만드신 모든분들 고맙습니다.,8
헌트,이정재 데뷔작치곤 엄청나네 재밌게 잘 봤네요,10
공조2: 인터내셔날,킬링타임용 . 윤아 너무 이쁘다,8
올빼미,오랜만에 스토리 연기 다 잡은 한국영화 ..한번 더 보고싶다는 생각뿐 .. 꼭보세요 안보신분들 근 3년간 본 영화중에 가장 재밌었다고 자부할 수 있는 영화,10
너와 사랑한 시간,재밌게 보았습니다.배우들 연기도 너무 멋지고 ost 너무좋아요,10
압꾸정,"오나라 대사가 너무 찰져요, 재밌게 봤습니다.",10
올빼미,"긴장감과 몰입을 주는 연출이 좋았습니다. 류준열, 유해진, 김성철 배우 연기가 특히 좋았고 다른 주연분들은 조금 아쉬움이 있지만 극에 흐름을 방해할 정도는 아니라서 괜찮았습니다~",9
본즈 앤 올,루카가 무서운 영화를 만들줄 몰랐어요 근데 사랑에 대한 해석법에 말문이 막히네요,9
마틸다,열번 넘게 봐도 절대안질리는 영화.. 진짜 너무 재밋음 !!옛날 외국영화 같은거 별로 안좋아하는데 이건 진짜 너무 조와요. 굿ㅅ굿 ,10
원피스 필름 레드,많이 아쉽네요 보다 졸았네요 ㅠ,5
올빼미,초반부터 지루함 없이 스토리가 진행되어 시간 가는 줄 모르고 봤음  올빼미 존잼 ,10
올빼미,"속이 다 시원합니다. 그래, 한국 영화도 이렇게 바뀔 때가 됐죠. 이제는 한국영화도 볼만하다는 생각이 드는 영화네요. 이 감독 작품은 다음에도 기대해보겠습니다. 돈 쓴 보람이 있네요 흐뭇",10
블랙 팬서: 와칸다 포에버,좋게 봤습니다. 채드윅 보스만님 존경합니다.,10
올빼미,연기가 워낙 좋으니 연출이 확 살아난다는 느낌.흐름 깨는 사람 없어서 좋았습니다.,10
압꾸정,아놔.. 열심히 썼는데 날라가서 핵심만 적음.배우들 믿고 본건데 저렴한 개그로 재미 1도 없음..마블리 정말 실망이야!ㅠㅠ 대체 어제 평점 9점 준 사람들은 뭐가 재밌다는지.. 어제 영화 끝나고 사람들 분위기 싸했음ㅎㅎㅎ 궁금하면 봐보세요 알게 될거예요ㅎ,1
동감,20살때 느끼던 동감의 감성은 느껴지지 않지만 배우들의 연기는 참 좋았습니다.,8
압꾸정,믿고보는 마동석!! 잼있어요,10
늑대사냥,"이런 쓰레기 같은 영화가 진짜 간만이네,스토리 연출 연관성 뭐하나 제대로 된게없네,감독이나 작가나 대가리에 뭐가 든건지,안본눈 산다.",2
블랙 팬서: 와칸다 포에버,뭔가 많이 아쉬운 블랙 팬서...ㅠㅠ,6
올빼미,"왜 인조에 유해진을, 천봉사에 류준열을 캐스팅했는지 잘 설명해주는 영화",8
"그 겨울, 나는","우리 모두가 겪었던 겨울의 끝엔 봄이 왔듯이, ‘그 겨울’에도 봄이 오길.",10
블랙 팬서: 와칸다 포에버,주인공 액션이 별로 없고 스케일도 별로였네요. 슈리로는 3편까지 어려울듯,5
올빼미,올해 봤던 영화 중에 제일 괜찮았던 영화 거의 모든 장면이 긴장감있게 흘러가서 지루한 시간이 없고 배우들의 연기가 좋았음,10
올빼미,시간가는줄 모르게 봤어요,10
마녀(魔女) Part2. The Other One,그냥 액션영화의 중간을 떼어 보다만 느낌~ ,2
원피스 필름 레드,나쁘지도 좋지도 않았다,7
동감,김용의 첫사랑 실패기? 김용의 설렘과 충격을 고스란히 느낄 수 있었던 영화. 마지막엔 김용이 너무 안타까웠다. 목만이라도 곁에 있게 해 주지 ㅠㅠㅠㅠ,9
올빼미,천만이.. 보이는구나,10
탄생,대한민국최초의 신부 김대건 일대기를  감동있게 그려냈으면  조선에서 어떻게 천주교 신앙을 지켜낸는지 연기자 감독님  모두에게감사드립니다오늘 내가 천주교 신자임에  무한한 감사를드립니다~^^,10
탄생,감동이네요 잘 봤습니다,10
본즈 앤 올,카니발리즘도 이토록 아름답게 그려낼 수 있다,9
압꾸정,아...왜이리 산만한가요ㅜ,1
압꾸정,아무리 마블리여도 이런영화는 OCN용이지^^,8
올빼미,배우들이 연기를 잘해서 좀더 집중해서 보았다.,8
원피스 필름 레드,엔딩 크레딧 완벽,10
아바타,드디어 봣는데 재밋긴하더라,10
압꾸정,영화 ~~음~진부하고 지루하넹~관객은 있으나 웃음 소리 제로~~많이 아쉽네요,2
압꾸정,영화관에서 보기엔 돈 아깝네요... ,2
탄생,김대건신부님의 일대기.  초반에 다소 지루하다,7
데시벨,스토리에 구멍이 너무 많고 연개성이 많이 부족하지만 지루하진않고볼만했습니다,6
압꾸정,영화보는 내내 웃으면서 봤어요 ㅎㅎ 마블리는 역시 마블리에요,10
폴: 600미터,반전의 매력포인트와 재밌는 스릴러!! 넘 재밋게봣어요,10
압꾸정,믿고보는 마동석였는데 장르를 모르겠다.. 진부하고 웃음한번 읍는영화다당근 감동두 읍다..30년을 영화관다녔지만 첨으로 졸았다,2
원피스 필름 레드,럽라와 아이미스로 단련된 나에게 이정도 항마력은 껌도 아니다,7
압꾸정,코믹 맞습니까?? 뭘 보고 웃지요??,4
심야카페: 미씽 허니,무언가 빠진영화 여주는 연기가..흠,4
스트레인지 월드,유쾌하면서 삼대의 갈등을 잘 해소되서 좋았습니다.,8
압꾸정,마블리~,5
블랙 팬서: 와칸다 포에버,못만든 영화는 아님. 재미가 없을뿐...,7
올빼미,거두절미 하고 범죄도시 이후로 다시 천만 다시 갈듯~ 지루할 틈이없음!!!,10
압꾸정,팝콘무비 아무생각없이 보면 재미있습니다,8
올빼미,무난하게 볼만하며 배우들의 연기가 좋았습니다.,8
원피스 필름 레드,음음....아무리 등장인물이 많아도 밀짚모자해적단 위주로 내용이ㅜ흘러 갔으면 좋겠다 산하나 해군들은 가끔 나오고 ㅠ,7
인생은 아름다워,노래에 신경쓰느라 이야기에 신경 안 쓴 듯,7
압꾸정,연기들 잘함연출 좋음,10
에브리씽 에브리웨어 올 앳 원스,어떤 우주에서도 최고의 영화일 듯,9
엑스맨: 데이즈 오브 퓨처 패스트,안 봤다면 추천합니다 굿,10
올빼미,광해 이후로 오랜만에 심금을 울린 사극 영화였습니다.,10
리멤버,소재가 의미있고 좋다 하더라도 이런 식으로 형평없이 만들면 안되지 아니 그럴수록 잘 만들어야지,4
본즈 앤 올,기생충 약 같은건 챙겨 맞고 먹는건지?,7
본즈 앤 올,개봉일을 기다렸다가 영화를 본게 참 오랜만이었는데기대만큼 강렬했던 영화왠지 모르게 서글픈 어쿠스틱 기타의 OST도 한몫한 듯완벽하고 강렬한 영화였습니다 ,10
블랙 팬서: 와칸다 포에버,정말 극적일 수 있는 순간이 몇개 있었는데 다 밋밋했다,6
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",일본 특유의 분위기와 여주의 일기를 나래이션으로 읽어주는게 되게 좋았다,10
해바라기,꼬옥 그렇게 해야만 속이 후련 핸냐~~~,10
코러스,감동그자체 애들 연기 짱!!!,10
올빼미,후기가 좋아서 기대하고 봤어요너무 재밌게 몰입감있게 잘 봤습니다추천해요,10
내 친한 친구의 아침식사,왜 우리는 이런 파릇파릇한 청춘영화가 없을까,7
킹덤2: 아득한 대지로,다음편이 기대되는 시리즈 영화는 오랜만이다,7
동감,배경인 99년에도 이런 구식의 이야기가 나오지 않았다,5
사느냐 죽느냐,"셰익스피어와 연극을 소재로 이렇게 나치즘을 풍자하다니, 감탄스러울 정도로 영리한 각본과 연출",10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",진짜 보면서 5번 울었습니다 인생영화1위작품 꼭 보는걸 추천드려요!,10
군도:민란의 시대,이것이 조선 웨스턴하정우의 전라도 사투리가 옥의티,8
놈이 우리 안에 있다,연기도 좋고 편집도 좋았는데 후반에 몰아칠 때가 매끄럽지 못했다,7
스트레인지 월드,아들하고 같이 보는데 주인공 아들이 게이라는 설정이 진짜 애들보는 만화에서 뭐하는 짓인가 싶네요 별하나도 아까움 ,2
탄생,한국 교회의 역사 안에서 가장 중심이 되는 분의 전기 역사. 영광이 성부와 성자와 성령께,10
스트레인지 월드,재밌을 뻔했다가 후반으로 갈수록 어찌해야할지 모르게 보였다,6
올빼미,두주연배우이외에는발연기책을읽음말도안되게어설픈스토리별로였어요,2
탄생,김대건신부일대기를 엿볼 수있는 기회전국민 특히 청소년들이 꼭 봤으면 좋겠습니다.,8
세이레,제목을 달리 하는 게 낫지 않았을까,6
"오늘 밤, 세계에서 이 사랑이 사라진다 해도", 소설 원작이라서 내용은 역시 좋았네요. 내용 뿐만 아니라 영상미가 너무 좋았던 작품 입니다. ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",뭐 이거저거 갖다쓰기는 했는데 그걸 잘 버무리지 못했다,6
압꾸정,예상가능한 스토리지만 원래 아는맛이 더 맛있어서 그런지ㅋㅋ기분좋게 웃다 왔어요. 배우들 연기가 다 착붙이라 더 재밌음ㅋㅋㅋ,10
본즈 앤 올,어렵다 어려워 이런 사랑 영화는,7
원피스 필름 레드,새로운 시도라고 보면 괜찮은 편,7
올빼미,최근 본 영화중에 젤 꿀잼,10
압꾸정,가벼운 코미디 드라마 한편 본듯~기대없이 봐야할 영화애들은 잼있다고 해요,6
올빼미,한국영화도 이렇게 멋진영화가 나올수 있는게 대단합니다,10
20세기 소녀,너무 설렜는데 너무 슬펐어요..ㅠㅠ,8
압꾸정,단순한 코미디가 아니고 이야기도 짜임새 있고 좋았다,7
데시벨,어색한 연기며...정신없는 카메라 무빙에...개연성 떨어짐...감동없는 액션씬...작품과 맞지않는 억지개그에 억지감동...그냥 상업영화 그 이상 그 이하도 아닌듯,1
올빼미,중간까지 참 좋았어서 마무리가 아쉽긴 하다,8
블랙 팬서: 와칸다 포에버,꽤 괜찮은 영화가 아닌가 싶습니다요. 만족스러움,10
본즈 앤 올,훌륭한 감독 훌륭한 ㅐ배우,6
원피스 필름 레드,"전 재밌게 봤습니다. 확실히 스토리는 대단하지 않았는데 노래는 매우 좋았고, 전투씬도 괜찮았습니다. 하지만 공연장면에 더 힘을 쓴 느낌이 있어서 내용이나 전투씬보다 노래를 기대하고 가는게 좋겠네요. Ost는 실망시키지 않을거라고 생각합니다. 노래만 보자면 10점도 부족하지만 작품이 원피스라는 점에서 2점 내립니다.",8
블랙 팬서: 와칸다 포에버,마블 이젠 안녕 타노스와 같이 죽었구나..,4
노엘 다이어리,감동 포인트가많아서 좋았고 여주가 좀더이뻤으면 하는아쉬움이..그럼에도 언어천재에  노래까지 잘하는걸보곤 점점 매력에끌림40중반 남자가 추천합니다. ,10
원피스 필름 레드,원작 팬이면 오히려 평이 갈릴 듯 그래도 샹크스가 멋있음,8
아이 필 프리티,가볍게 볼수 있는 영화 현실적으로만 본다면 크게 공감가진 않지만 그래도 자존감이 있고 없고 차이와 자존감이 너무 높으면 오히려 역효과가 난다는걸 잘 표현된거 같아 여러가지 생각이 들게 함 시간가는지 모르게 몰입할정도로 재밌게 봄 ,10
올빼미,진짜 많은 기대 안 했는데.. 생각보다 너~~~무 재밌어서 놀랐음..! 진짜 다른 사람들도 봤으면..ㅠㅠ,10
압꾸정,마동석 코미디 치고는 좀 싷망 ㅠㅠ,6
쥬라기 월드: 도미니언,여주도 공룡인가요? ,1
스트레인지 월드,작화가 조금 아쉽지만 재밌게 봤어요,6
올빼미,요즘은 한국 영화가 대세...,10
올빼미,시간 때우려고 본 영화인데 엄청 몰입하고 봤어요 유해진 왕연기 어색하지 않네요,10
원피스 필름 레드,"스토리는 포기한 팬서비스 영화였음... 우타는 너무 답답하고, 노래를 너무 많이 부른다. 보다가 오글거려서 짜증났음 ㅜㅜ ",2
올빼미,초반엔 조금 루즈한데 중후반부터 존잼..,10
폴: 600미터,47미터 보다 더 긴장감이 넘칩니다. 무조건 극장에서 봐야할 영화!,8
타짜: 원 아이드 잭,재미있는 영화입니다 ㅎㅎ,10
헨젤과 그레텔 : 마녀 사냥꾼,이거 은근 섹시하고 무섭고 미장센도 좋고 꿀잼인데 2편 왜 안 나왔냐 난 좀 아쉽다ㅜㅜ,8
압꾸정,’ 마동석은 싸워야지 재밌다‘ ,1
올빼미,배우분들 연기덕분에 몰입도 최고..내용이 너무 잔인해서 개인적으론 스트레스 였지만 예나 지금이나 우리나라 정치적현실에 비통함을 느낄수 있는  멋진 영화였어요 ,8
시동,기대안하고 보면 생각보다 재미지다 최고의 대사 &amp;#39;새우깡이더만&amp;#39; ㅎㅎ,8
탄생,카톨릭 신자입니다. 눈물 포인트는  김대건 신부님의 그때 그 마음을 얼만큼 조금이나마 이해하려는지에 따라 횟수는 많아질것입니다. 연출은 약간 미흡하고 지루하나 김대건 신부님의 일대기와 우리 조선의 천주교의 역사를 알아가는것에 초점을 둔다면 훌륭한 영화입니다.,7
82년생 김지영,억지스러운 신파. 현실감 제로. 모든 피해는 여성이라는 PC 사상의 집합체모음.,2
원피스 필름 레드,"그냥 저냥임,.",6
올빼미,생각보다 나무 재밌게 봤어요,8
장르만 로맨스,신인감독 영화일것같아 자세히 찾아보다 조은지 배우님아니아니 조은지감독님이 감독신인상 받은 작품이란걸 알게 됐을때 한대 씨게 맞은 기분이 들었습니다.코미디. 로맨스. 드라마. 특히 문학적예술성까지 밸런스가 너무 좋았습니다. 연출 디테일에 놀랐고 오랜만에 설레는 작품을 만나게 해주셔서!!! 감독님께 정말정말 훌륭한 작품 만들어주셔서 감사드립니다. 이제 조은지감독님 작품은 꼭 챙겨보겠습니다!!!,10
